user_id,country,gender,group,num_purchase_days,total_spent,converted
1000054,GBR,F,B,0,0.0,False
1000055,ESP,M,A,0,0.0,False
1000056,AUS,M,B,0,0.0,False
1000057,BRA,O,B,0,0.0,False
1000058,TUR,F,A,0,0.0,False
1000059,DEU,F,A,0,0.0,False
1000061,DEU,M,B,0,0.0,False
1000062,AUS,F,B,0,0.0,False
1000063,USA,F,A,0,0.0,False
1000064,CAN,M,B,0,0.0,False
1000065,TUR,F,B,0,0.0,False
1000066,DEU,U,A,0,0.0,False
1000067,BRA,M,A,0,0.0,False
1000068,GBR,F,B,0,0.0,False
1000069,ESP,M,B,0,0.0,False
1000070,ESP,M,A,0,0.0,False
1000071,USA,F,B,1,6.71,True
1000072,DEU,F,B,0,0.0,False
1000073,USA,M,A,0,0.0,False
1000074,BRA,O,B,0,0.0,False
1000075,GBR,M,A,0,0.0,False
1000076,USA,F,A,0,0.0,False
1000077,AUS,F,A,0,0.0,False
1000078,FRA,F,A,0,0.0,False
1000080,USA,U,A,0,0.0,False
1000081,USA,F,A,0,0.0,False
1000082,BRA,M,B,0,0.0,False
1000083,BRA,F,A,0,0.0,False
1000084,MEX,M,A,0,0.0,False
1000085,MEX,M,A,0,0.0,False
1000086,BRA,M,B,0,0.0,False
1000087,ESP,M,B,0,0.0,False
1000088,UNK,O,B,0,0.0,False
1000089,BRA,F,A,0,0.0,False
1000090,USA,F,B,0,0.0,False
1000091,BRA,M,B,0,0.0,False
1000092,BRA,U,B,0,0.0,False
1000093,TUR,M,B,0,0.0,False
1000094,DEU,M,B,0,0.0,False
1000095,CAN,F,B,0,0.0,False
1000096,USA,F,B,0,0.0,False
1000097,MEX,O,B,0,0.0,False
1000098,GBR,M,A,0,0.0,False
1000099,USA,U,A,0,0.0,False
1000100,UNK,M,B,0,0.0,False
1000101,MEX,F,B,2,23.804496940652932,True
1000102,USA,M,A,0,0.0,False
1000103,BRA,M,A,0,0.0,False
1000104,USA,U,A,0,0.0,False
1000105,USA,M,A,0,0.0,False
1000106,TUR,U,A,0,0.0,False
1000107,BRA,U,A,0,0.0,False
1000108,MEX,M,B,0,0.0,False
1000109,MEX,M,B,0,0.0,False
1000110,USA,M,A,0,0.0,False
1000111,GBR,U,B,0,0.0,False
1000112,USA,F,A,0,0.0,False
1000113,BRA,M,B,0,0.0,False
1000114,CAN,M,A,0,0.0,False
1000115,MEX,M,A,0,0.0,False
1000117,ESP,U,A,0,0.0,False
1000118,USA,M,B,0,0.0,False
1000119,BRA,F,B,0,0.0,False
1000120,TUR,M,B,0,0.0,False
1000121,ESP,F,B,0,0.0,False
1000122,BRA,F,A,0,0.0,False
1000123,DEU,U,B,1,100.74,True
1000124,MEX,M,B,0,0.0,False
1000125,DEU,F,A,0,0.0,False
1000126,TUR,F,A,0,0.0,False
1000127,USA,F,B,0,0.0,False
1000128,GBR,M,B,0,0.0,False
1000129,DEU,M,A,0,0.0,False
1000130,USA,M,B,0,0.0,False
1000131,BRA,U,A,0,0.0,False
1000132,USA,F,B,0,0.0,False
1000133,USA,U,A,0,0.0,False
1000134,USA,U,B,0,0.0,False
1000135,USA,M,B,0,0.0,False
1000136,MEX,M,A,0,0.0,False
1000137,USA,M,A,0,0.0,False
1000138,BRA,M,B,0,0.0,False
1000139,USA,U,A,0,0.0,False
1000140,USA,M,A,0,0.0,False
1000141,BRA,M,A,1,11.49,True
1000142,USA,F,B,0,0.0,False
1000143,USA,U,B,0,0.0,False
1000144,USA,M,A,0,0.0,False
1000145,MEX,U,A,0,0.0,False
1000146,BRA,F,A,0,0.0,False
1000147,TUR,F,A,0,0.0,False
1000148,FRA,M,A,0,0.0,False
1000149,UNK,M,A,0,0.0,False
1000150,USA,F,B,0,0.0,False
1000151,MEX,M,A,0,0.0,False
1000152,MEX,F,B,0,0.0,False
1000153,USA,F,B,0,0.0,False
1000155,DEU,M,A,0,0.0,False
1000156,BRA,M,A,0,0.0,False
1000157,ESP,F,A,0,0.0,False
1000158,TUR,M,A,0,0.0,False
1000160,USA,F,A,1,35.34,True
1000161,UNK,M,A,0,0.0,False
1000162,BRA,M,A,1,52.92,True
1000163,BRA,F,B,0,0.0,False
1000164,BRA,F,B,0,0.0,False
1000165,GBR,M,B,0,0.0,False
1000166,DEU,M,A,0,0.0,False
1000167,BRA,F,A,0,0.0,False
1000168,BRA,F,A,0,0.0,False
1000169,USA,O,A,0,0.0,False
1000170,USA,M,B,0,0.0,False
1000171,USA,M,A,0,0.0,False
1000172,USA,U,A,0,0.0,False
1000173,USA,F,A,0,0.0,False
1000174,TUR,M,B,0,0.0,False
1000175,AUS,F,A,0,0.0,False
1000177,DEU,F,A,0,0.0,False
1000178,USA,M,B,0,0.0,False
1000179,USA,M,B,0,0.0,False
1000180,USA,M,B,0,0.0,False
1000181,USA,F,A,0,0.0,False
1000182,TUR,F,B,0,0.0,False
1000183,MEX,M,B,0,0.0,False
1000184,ESP,M,A,0,0.0,False
1000185,MEX,F,B,1,53.07,True
1000186,MEX,F,A,0,0.0,False
1000187,UNK,M,B,0,0.0,False
1000188,USA,M,B,0,0.0,False
1000189,CAN,U,B,0,0.0,False
1000190,GBR,M,A,0,0.0,False
1000191,FRA,F,B,0,0.0,False
1000192,ESP,F,A,0,0.0,False
1000193,BRA,F,B,0,0.0,False
1000194,MEX,F,A,0,0.0,False
1000195,GBR,F,A,0,0.0,False
1000196,MEX,M,A,0,0.0,False
1000197,TUR,F,B,0,0.0,False
1000198,USA,M,A,0,0.0,False
1000199,MEX,F,B,0,0.0,False
1000200,USA,F,A,1,166.32,True
1000201,CAN,F,B,0,0.0,False
1000202,MEX,M,A,0,0.0,False
1000203,DEU,M,A,0,0.0,False
1000204,DEU,M,B,0,0.0,False
1000205,BRA,U,A,0,0.0,False
1000206,USA,F,A,0,0.0,False
1000207,TUR,F,A,0,0.0,False
1000208,USA,F,A,0,0.0,False
1000209,ESP,U,B,0,0.0,False
1000210,FRA,F,A,0,0.0,False
1000211,USA,M,B,0,0.0,False
1000212,MEX,F,A,0,0.0,False
1000213,AUS,M,B,0,0.0,False
1000214,FRA,F,B,0,0.0,False
1000215,UNK,M,B,0,0.0,False
1000216,USA,M,B,0,0.0,False
1000217,BRA,U,B,0,0.0,False
1000218,USA,F,B,0,0.0,False
1000219,ESP,F,A,0,0.0,False
1000220,USA,U,A,0,0.0,False
1000221,DEU,M,A,0,0.0,False
1000222,USA,M,A,0,0.0,False
1000223,DEU,M,A,0,0.0,False
1000224,GBR,F,A,0,0.0,False
1000225,USA,M,B,0,0.0,False
1000226,CAN,M,A,0,0.0,False
1000227,GBR,F,A,0,0.0,False
1000228,USA,F,B,0,0.0,False
1000229,USA,M,A,0,0.0,False
1000230,BRA,O,B,0,0.0,False
1000231,FRA,F,B,0,0.0,False
1000232,BRA,F,B,0,0.0,False
1000233,MEX,M,A,0,0.0,False
1000234,GBR,M,B,0,0.0,False
1000235,FRA,M,A,0,0.0,False
1000236,BRA,M,B,0,0.0,False
1000237,USA,M,B,1,13.17,True
1000238,USA,M,B,0,0.0,False
1000239,TUR,F,A,0,0.0,False
1000240,CAN,M,B,0,0.0,False
1000241,BRA,U,A,0,0.0,False
1000242,BRA,M,B,0,0.0,False
1000243,USA,F,A,0,0.0,False
1000244,USA,M,B,0,0.0,False
1000245,MEX,F,A,0,0.0,False
1000246,TUR,F,B,0,0.0,False
1000247,FRA,F,A,0,0.0,False
1000248,FRA,M,A,0,0.0,False
1000249,GBR,F,A,0,0.0,False
1000250,FRA,F,B,0,0.0,False
1000251,USA,M,A,0,0.0,False
1000252,TUR,F,A,0,0.0,False
1000253,DEU,M,B,1,40.32,True
1000254,ESP,M,B,0,0.0,False
1000255,FRA,U,B,0,0.0,False
1000256,USA,U,B,0,0.0,False
1000257,GBR,F,B,0,0.0,False
1000258,CAN,F,A,0,0.0,False
1000259,BRA,M,A,0,0.0,False
1000260,USA,F,B,0,0.0,False
1000261,TUR,F,A,1,205.98,True
1000262,MEX,M,A,0,0.0,False
1000263,USA,M,B,0,0.0,False
1000264,BRA,F,A,0,0.0,False
1000265,USA,F,A,0,0.0,False
1000266,GBR,M,B,0,0.0,False
1000267,USA,M,B,0,0.0,False
1000268,BRA,F,A,0,0.0,False
1000269,USA,M,A,1,116.29,True
1000270,AUS,F,A,0,0.0,False
1000271,MEX,M,A,0,0.0,False
1000272,FRA,M,B,0,0.0,False
1000273,DEU,F,B,0,0.0,False
1000274,DEU,M,A,0,0.0,False
1000275,USA,M,A,0,0.0,False
1000276,BRA,M,A,0,0.0,False
1000277,BRA,F,A,0,0.0,False
1000278,DEU,U,A,0,0.0,False
1000279,USA,M,A,0,0.0,False
1000280,MEX,F,A,0,0.0,False
1000281,USA,M,B,0,0.0,False
1000282,MEX,M,B,0,0.0,False
1000283,USA,M,B,0,0.0,False
1000284,BRA,U,B,0,0.0,False
1000285,UNK,F,A,0,0.0,False
1000286,USA,M,A,0,0.0,False
1000287,DEU,F,B,0,0.0,False
1000288,TUR,F,A,0,0.0,False
1000289,DEU,M,B,0,0.0,False
1000290,FRA,M,A,0,0.0,False
1000291,ESP,M,A,0,0.0,False
1000292,ESP,U,A,0,0.0,False
1000294,MEX,F,B,0,0.0,False
1000295,USA,F,B,0,0.0,False
1000296,USA,M,A,0,0.0,False
1000297,BRA,U,B,0,0.0,False
1000298,CAN,F,A,0,0.0,False
1000299,FRA,M,B,0,0.0,False
1000300,MEX,F,A,0,0.0,False
1000301,TUR,F,B,0,0.0,False
1000302,BRA,F,A,0,0.0,False
1000303,DEU,F,B,0,0.0,False
1000304,USA,M,A,0,0.0,False
1000305,USA,F,A,0,0.0,False
1000306,FRA,F,A,0,0.0,False
1000307,BRA,M,A,0,0.0,False
1000308,BRA,M,A,0,0.0,False
1000309,USA,F,B,0,0.0,False
1000310,BRA,F,B,0,0.0,False
1000311,BRA,F,A,0,0.0,False
1000312,MEX,F,B,0,0.0,False
1000313,MEX,F,B,0,0.0,False
1000315,BRA,F,A,0,0.0,False
1000316,USA,F,A,0,0.0,False
1000317,FRA,M,B,0,0.0,False
1000318,USA,M,B,0,0.0,False
1000319,AUS,F,A,0,0.0,False
1000320,USA,M,A,0,0.0,False
1000321,USA,F,A,0,0.0,False
1000322,CAN,U,B,0,0.0,False
1000323,TUR,F,B,0,0.0,False
1000325,MEX,M,A,0,0.0,False
1000326,TUR,F,B,0,0.0,False
1000327,USA,M,A,0,0.0,False
1000328,MEX,F,B,0,0.0,False
1000329,USA,M,B,0,0.0,False
1000330,TUR,F,B,0,0.0,False
1000331,USA,M,A,0,0.0,False
1000332,USA,F,A,0,0.0,False
1000333,USA,M,A,0,0.0,False
1000334,FRA,F,A,0,0.0,False
1000335,USA,F,A,0,0.0,False
1000336,BRA,M,B,0,0.0,False
1000337,MEX,M,A,0,0.0,False
1000338,MEX,O,A,0,0.0,False
1000339,USA,F,A,0,0.0,False
1000340,USA,F,B,0,0.0,False
1000341,USA,U,A,0,0.0,False
1000342,AUS,F,B,0,0.0,False
1000343,GBR,O,A,0,0.0,False
1000344,USA,F,A,0,0.0,False
1000345,GBR,M,A,0,0.0,False
1000346,MEX,F,A,0,0.0,False
1000347,AUS,O,A,0,0.0,False
1000348,BRA,M,B,0,0.0,False
1000349,BRA,M,B,0,0.0,False
1000350,USA,M,B,0,0.0,False
1000351,BRA,F,B,0,0.0,False
1000352,USA,F,A,0,0.0,False
1000353,MEX,U,A,0,0.0,False
1000354,BRA,F,B,0,0.0,False
1000355,FRA,M,A,0,0.0,False
1000356,GBR,F,A,0,0.0,False
1000357,USA,F,A,0,0.0,False
1000358,UNK,F,B,0,0.0,False
1000359,GBR,M,B,0,0.0,False
1000360,TUR,U,B,0,0.0,False
1000361,BRA,F,B,0,0.0,False
1000362,FRA,M,A,0,0.0,False
1000363,ESP,M,A,0,0.0,False
1000364,TUR,F,A,0,0.0,False
1000365,FRA,F,B,0,0.0,False
1000366,TUR,U,B,0,0.0,False
1000367,BRA,M,B,0,0.0,False
1000368,BRA,U,A,0,0.0,False
1000369,BRA,O,A,0,0.0,False
1000370,BRA,M,B,0,0.0,False
1000371,USA,M,A,0,0.0,False
1000372,AUS,F,B,0,0.0,False
1000373,FRA,F,A,0,0.0,False
1000374,ESP,F,A,0,0.0,False
1000375,USA,M,B,0,0.0,False
1000376,MEX,F,A,0,0.0,False
1000377,BRA,U,B,0,0.0,False
1000378,USA,F,B,0,0.0,False
1000379,MEX,F,A,0,0.0,False
1000381,BRA,U,B,0,0.0,False
1000382,DEU,M,A,0,0.0,False
1000383,ESP,U,A,0,0.0,False
1000384,DEU,F,A,0,0.0,False
1000385,DEU,M,A,0,0.0,False
1000386,TUR,M,A,0,0.0,False
1000387,MEX,F,B,0,0.0,False
1000388,GBR,F,B,0,0.0,False
1000389,USA,M,B,0,0.0,False
1000391,BRA,U,B,0,0.0,False
1000392,ESP,F,A,0,0.0,False
1000393,USA,F,A,0,0.0,False
1000394,ESP,F,A,0,0.0,False
1000395,USA,F,A,0,0.0,False
1000396,MEX,O,A,0,0.0,False
1000397,CAN,F,B,0,0.0,False
1000398,USA,F,B,0,0.0,False
1000399,DEU,M,A,0,0.0,False
1000401,USA,F,A,0,0.0,False
1000402,CAN,U,A,0,0.0,False
1000403,AUS,O,A,0,0.0,False
1000404,MEX,M,A,0,0.0,False
1000405,USA,M,A,0,0.0,False
1000406,MEX,U,A,0,0.0,False
1000407,TUR,U,A,0,0.0,False
1000408,BRA,M,B,0,0.0,False
1000409,BRA,M,A,0,0.0,False
1000410,CAN,F,B,0,0.0,False
1000411,GBR,F,B,0,0.0,False
1000412,TUR,F,A,0,0.0,False
1000413,MEX,U,B,0,0.0,False
1000414,BRA,M,B,0,0.0,False
1000415,DEU,U,B,1,57.69,True
1000416,USA,M,A,0,0.0,False
1000417,DEU,F,B,1,45.06,True
1000418,USA,F,B,0,0.0,False
1000419,USA,F,A,0,0.0,False
1000420,USA,F,A,0,0.0,False
1000421,MEX,F,A,0,0.0,False
1000422,TUR,U,A,0,0.0,False
1000423,USA,F,B,0,0.0,False
1000424,DEU,F,B,0,0.0,False
1000425,USA,F,B,0,0.0,False
1000426,MEX,F,A,0,0.0,False
1000428,USA,M,A,0,0.0,False
1000429,MEX,O,B,0,0.0,False
1000430,USA,M,A,0,0.0,False
1000431,DEU,F,B,0,0.0,False
1000432,USA,U,A,0,0.0,False
1000433,UNK,F,B,0,0.0,False
1000434,BRA,M,B,0,0.0,False
1000436,TUR,F,B,1,25.55,True
1000437,DEU,M,A,0,0.0,False
1000438,MEX,F,A,0,0.0,False
1000439,MEX,F,A,0,0.0,False
1000440,GBR,M,B,0,0.0,False
1000441,MEX,F,A,0,0.0,False
1000442,DEU,F,A,0,0.0,False
1000443,USA,M,A,0,0.0,False
1000445,AUS,F,B,0,0.0,False
1000446,FRA,F,A,0,0.0,False
1000447,USA,F,B,0,0.0,False
1000448,BRA,F,A,0,0.0,False
1000449,USA,U,B,0,0.0,False
1000450,USA,M,B,0,0.0,False
1000451,BRA,F,A,0,0.0,False
1000452,BRA,U,A,0,0.0,False
1000453,MEX,M,A,0,0.0,False
1000454,USA,M,B,1,39.09,True
1000455,USA,F,B,0,0.0,False
1000456,TUR,F,A,0,0.0,False
1000457,BRA,F,A,0,0.0,False
1000458,BRA,O,A,0,0.0,False
1000459,FRA,F,B,0,0.0,False
1000460,BRA,U,B,0,0.0,False
1000461,BRA,U,A,0,0.0,False
1000462,CAN,M,B,0,0.0,False
1000463,TUR,M,A,0,0.0,False
1000464,USA,M,A,0,0.0,False
1000465,BRA,M,A,0,0.0,False
1000466,USA,F,B,0,0.0,False
1000467,TUR,U,B,0,0.0,False
1000468,AUS,F,B,0,0.0,False
1000469,GBR,U,B,0,0.0,False
1000470,DEU,F,B,0,0.0,False
1000471,BRA,F,A,0,0.0,False
1000472,CAN,F,B,0,0.0,False
1000473,USA,M,A,0,0.0,False
1000474,GBR,M,B,0,0.0,False
1000475,BRA,U,B,0,0.0,False
1000476,MEX,F,B,0,0.0,False
1000477,UNK,F,B,0,0.0,False
1000478,FRA,F,A,0,0.0,False
1000479,USA,M,B,0,0.0,False
1000480,BRA,U,A,0,0.0,False
1000481,BRA,F,A,0,0.0,False
1000482,TUR,M,B,0,0.0,False
1000483,USA,M,A,0,0.0,False
1000484,BRA,M,A,0,0.0,False
1000485,BRA,U,A,0,0.0,False
1000486,DEU,M,B,0,0.0,False
1000487,MEX,M,A,0,0.0,False
1000488,FRA,F,B,0,0.0,False
1000489,MEX,F,A,0,0.0,False
1000490,USA,F,A,0,0.0,False
1000491,TUR,U,B,0,0.0,False
1000492,BRA,F,A,0,0.0,False
1000493,USA,F,B,0,0.0,False
1000494,USA,F,A,0,0.0,False
1000495,FRA,M,A,0,0.0,False
1000496,MEX,M,A,0,0.0,False
1000497,USA,F,A,0,0.0,False
1000498,USA,F,A,0,0.0,False
1000499,MEX,F,B,0,0.0,False
1000500,MEX,O,B,0,0.0,False
1000501,USA,F,B,0,0.0,False
1000502,DEU,M,B,0,0.0,False
1000503,DEU,M,A,0,0.0,False
1000504,USA,F,A,0,0.0,False
1000505,MEX,M,B,0,0.0,False
1000506,MEX,F,B,0,0.0,False
1000507,BRA,U,B,0,0.0,False
1000508,GBR,F,A,0,0.0,False
1000509,USA,F,A,0,0.0,False
1000510,MEX,M,B,1,16.92,True
1000511,GBR,M,B,0,0.0,False
1000512,UNK,M,B,0,0.0,False
1000513,USA,F,A,0,0.0,False
1000514,ESP,M,B,0,0.0,False
1000515,BRA,M,A,0,0.0,False
1000516,MEX,F,A,0,0.0,False
1000517,BRA,M,A,0,0.0,False
1000518,USA,F,B,0,0.0,False
1000519,MEX,F,B,0,0.0,False
1000520,MEX,M,B,0,0.0,False
1000521,USA,M,B,0,0.0,False
1000522,GBR,F,B,0,0.0,False
1000523,BRA,F,A,1,89.64,True
1000524,MEX,F,B,0,0.0,False
1000525,BRA,F,B,0,0.0,False
1000526,USA,F,A,0,0.0,False
1000527,BRA,F,B,0,0.0,False
1000528,DEU,F,A,0,0.0,False
1000529,GBR,M,B,0,0.0,False
1000530,FRA,F,B,0,0.0,False
1000531,DEU,F,A,0,0.0,False
1000532,USA,M,A,0,0.0,False
1000533,USA,M,B,0,0.0,False
1000534,FRA,F,B,0,0.0,False
1000535,DEU,M,A,0,0.0,False
1000536,USA,M,A,0,0.0,False
1000537,BRA,M,A,0,0.0,False
1000538,FRA,M,A,0,0.0,False
1000539,BRA,F,A,0,0.0,False
1000540,BRA,F,A,0,0.0,False
1000541,BRA,F,B,0,0.0,False
1000542,MEX,M,A,0,0.0,False
1000543,USA,M,B,0,0.0,False
1000544,USA,M,A,0,0.0,False
1000545,USA,M,B,0,0.0,False
1000546,FRA,F,A,1,61.12,True
1000547,USA,M,A,0,0.0,False
1000548,USA,F,A,0,0.0,False
1000549,TUR,M,B,0,0.0,False
1000550,GBR,M,B,0,0.0,False
1000551,FRA,F,A,0,0.0,False
1000552,USA,F,B,0,0.0,False
1000553,USA,M,A,0,0.0,False
1000554,USA,M,B,0,0.0,False
1000555,USA,F,B,0,0.0,False
1000556,TUR,M,B,0,0.0,False
1000557,TUR,F,A,0,0.0,False
1000558,BRA,U,A,0,0.0,False
1000559,DEU,M,B,0,0.0,False
1000560,USA,F,B,0,0.0,False
1000561,USA,F,B,0,0.0,False
1000562,ESP,M,A,0,0.0,False
1000563,BRA,U,A,0,0.0,False
1000564,USA,F,A,0,0.0,False
1000565,DEU,F,A,0,0.0,False
1000566,USA,F,A,0,0.0,False
1000567,GBR,F,B,0,0.0,False
1000568,AUS,M,A,0,0.0,False
1000569,GBR,M,A,0,0.0,False
1000570,MEX,M,A,0,0.0,False
1000571,USA,F,A,0,0.0,False
1000572,TUR,U,B,0,0.0,False
1000573,BRA,F,A,0,0.0,False
1000574,USA,U,A,0,0.0,False
1000575,USA,M,B,0,0.0,False
1000576,TUR,M,B,0,0.0,False
1000577,BRA,F,B,0,0.0,False
1000578,BRA,U,B,0,0.0,False
1000579,BRA,M,B,1,117.79,True
1000580,USA,F,A,0,0.0,False
1000581,TUR,U,A,0,0.0,False
1000583,USA,M,B,0,0.0,False
1000584,USA,M,A,0,0.0,False
1000585,USA,F,A,0,0.0,False
1000586,DEU,O,A,0,0.0,False
1000587,USA,F,A,0,0.0,False
1000588,DEU,M,A,0,0.0,False
1000589,USA,U,A,0,0.0,False
1000590,DEU,M,A,0,0.0,False
1000591,USA,F,B,0,0.0,False
1000592,CAN,U,B,0,0.0,False
1000593,MEX,M,B,0,0.0,False
1000594,BRA,F,B,0,0.0,False
1000595,DEU,U,B,0,0.0,False
1000596,GBR,M,B,0,0.0,False
1000597,BRA,F,B,0,0.0,False
1000598,BRA,O,B,0,0.0,False
1000599,DEU,M,A,0,0.0,False
1000600,MEX,M,B,0,0.0,False
1000601,USA,F,A,1,10.79,True
1000602,USA,U,B,0,0.0,False
1000603,USA,U,B,0,0.0,False
1000604,TUR,F,A,0,0.0,False
1000606,USA,F,A,0,0.0,False
1000607,USA,U,A,0,0.0,False
1000608,GBR,M,A,0,0.0,False
1000609,MEX,M,B,0,0.0,False
1000610,DEU,M,B,0,0.0,False
1000611,TUR,M,B,0,0.0,False
1000612,MEX,M,B,0,0.0,False
1000613,GBR,M,A,0,0.0,False
1000614,BRA,M,A,0,0.0,False
1000615,GBR,F,A,0,0.0,False
1000616,USA,M,A,0,0.0,False
1000617,DEU,M,A,0,0.0,False
1000618,BRA,U,B,0,0.0,False
1000619,USA,F,A,0,0.0,False
1000620,USA,M,B,0,0.0,False
1000621,TUR,M,A,0,0.0,False
1000622,DEU,M,B,0,0.0,False
1000623,USA,F,A,1,61.29,True
1000624,GBR,F,B,0,0.0,False
1000625,MEX,O,A,0,0.0,False
1000626,USA,U,A,0,0.0,False
1000627,BRA,F,B,0,0.0,False
1000628,TUR,U,B,0,0.0,False
1000629,BRA,U,A,0,0.0,False
1000630,GBR,M,A,0,0.0,False
1000631,BRA,M,B,0,0.0,False
1000632,GBR,M,B,0,0.0,False
1000633,DEU,F,A,0,0.0,False
1000634,MEX,M,B,0,0.0,False
1000635,ESP,F,B,1,69.21,True
1000636,FRA,M,A,0,0.0,False
1000637,USA,F,B,0,0.0,False
1000638,CAN,M,A,0,0.0,False
1000639,FRA,F,B,0,0.0,False
1000640,DEU,F,B,0,0.0,False
1000641,USA,F,B,0,0.0,False
1000642,BRA,F,B,0,0.0,False
1000643,CAN,F,A,0,0.0,False
1000644,USA,M,A,0,0.0,False
1000645,GBR,M,B,0,0.0,False
1000646,BRA,M,A,0,0.0,False
1000647,TUR,M,B,0,0.0,False
1000648,USA,U,B,0,0.0,False
1000649,CAN,M,B,0,0.0,False
1000650,BRA,F,B,0,0.0,False
1000651,USA,M,A,0,0.0,False
1000652,USA,M,B,0,0.0,False
1000653,USA,M,A,1,61.84,True
1000654,ESP,F,A,0,0.0,False
1000655,DEU,F,A,0,0.0,False
1000656,BRA,F,A,0,0.0,False
1000657,MEX,M,A,0,0.0,False
1000658,AUS,F,A,0,0.0,False
1000659,BRA,M,A,0,0.0,False
1000660,USA,F,A,0,0.0,False
1000661,USA,F,A,0,0.0,False
1000662,USA,F,A,0,0.0,False
1000663,USA,F,A,0,0.0,False
1000664,BRA,O,B,0,0.0,False
1000665,USA,F,B,0,0.0,False
1000666,MEX,M,B,0,0.0,False
1000668,USA,F,A,0,0.0,False
1000669,BRA,M,A,1,176.83,True
1000670,USA,F,A,0,0.0,False
1000671,USA,M,A,0,0.0,False
1000672,CAN,M,B,0,0.0,False
1000673,USA,F,B,0,0.0,False
1000674,FRA,F,A,0,0.0,False
1000675,USA,M,B,1,68.34,True
1000676,MEX,M,B,0,0.0,False
1000677,GBR,F,B,0,0.0,False
1000678,USA,F,B,0,0.0,False
1000680,USA,M,B,0,0.0,False
1000681,DEU,M,B,0,0.0,False
1000682,USA,M,B,0,0.0,False
1000683,BRA,O,B,0,0.0,False
1000684,UNK,M,A,0,0.0,False
1000685,BRA,F,B,0,0.0,False
1000686,GBR,F,A,0,0.0,False
1000687,USA,F,A,0,0.0,False
1000688,MEX,F,B,0,0.0,False
1000689,MEX,M,B,0,0.0,False
1000690,GBR,U,A,0,0.0,False
1000691,UNK,F,B,0,0.0,False
1000692,BRA,F,B,0,0.0,False
1000693,BRA,U,B,0,0.0,False
1000694,BRA,F,B,0,0.0,False
1000695,USA,M,A,0,0.0,False
1000696,BRA,O,B,0,0.0,False
1000697,BRA,F,B,0,0.0,False
1000698,MEX,M,B,0,0.0,False
1000699,USA,M,B,0,0.0,False
1000700,BRA,F,B,0,0.0,False
1000701,BRA,M,A,0,0.0,False
1000702,MEX,F,B,0,0.0,False
1000703,AUS,U,A,0,0.0,False
1000705,USA,F,B,0,0.0,False
1000706,BRA,F,B,0,0.0,False
1000707,BRA,M,A,0,0.0,False
1000708,USA,F,B,0,0.0,False
1000709,FRA,U,B,0,0.0,False
1000711,UNK,M,B,0,0.0,False
1000712,DEU,F,A,0,0.0,False
1000714,DEU,F,A,0,0.0,False
1000715,BRA,F,B,0,0.0,False
1000716,DEU,F,A,0,0.0,False
1000717,MEX,M,B,0,0.0,False
1000718,FRA,F,B,0,0.0,False
1000719,USA,M,B,0,0.0,False
1000720,BRA,M,A,0,0.0,False
1000721,AUS,M,A,0,0.0,False
1000722,BRA,U,A,0,0.0,False
1000723,CAN,F,A,0,0.0,False
1000724,TUR,F,B,0,0.0,False
1000725,MEX,M,B,0,0.0,False
1000726,MEX,F,A,0,0.0,False
1000727,BRA,M,B,0,0.0,False
1000728,USA,F,A,0,0.0,False
1000729,CAN,U,A,0,0.0,False
